ID,FECHA
526,1985-12-22
527,1985-02-16
528,1985-08-26
529,1985-07-25
530,1985-11-04
531,1985-02-13
532,1985-11-19
533,1985-09-09
534,1985-12-08
535,1985-06-18
536,1985-12-29
537,1985-12-27
538,1985-12-29
539,1985-10-23
540,1985-04-01
541,1985-11-28
542,1985-05-21
543,1985-02-07
544,1985-07-18
545,1986-01-25
546,1986-12-03
547,1986-02-15
548,1986-10-06
549,1986-08-12
550,1986-10-06
551,1986-10-02
552,1986-09-23
553,1986-11-30
554,1986-08-25
555,1986-11-17
556,1986-04-11
557,1986-03-17
558,1986-08-19
559,1986-07-25
560,1986-06-12
561,1986-05-16
562,1986-08-15
563,1986-01-12
564,1986-04-03
565,1986-09-16
566,1986-08-08
567,1986-03-11
568,1986-11-29
569,1986-04-28
570,1986-08-11
571,1986-07-21
572,1986-06-17
573,1986-08-23
574,1986-12-29
575,1986-12-11
576,1986-03-31
577,1986-08-09
578,1986-12-15
579,1986-08-17
580,1986-07-14
581,1986-10-26
582,1986-06-10
583,1986-10-07
584,1986-04-30
585,1986-06-19
586,1986-01-04
587,1986-05-17
588,1986-01-27
589,1986-05-25
590,1986-03-08
591,1986-10-20
592,1986-01-26
593,1986-07-18
594,1986-09-24
595,1986-07-07
596,1986-03-07
597,1986-09-07
598,1986-04-13
599,1986-06-26
600,1986-05-26
601,1986-03-30
602,1986-03-14
603,1986-08-17
604,1986-06-15
605,1986-08-03
606,1986-09-10
607,1986-07-19
608,1986-02-23
609,1986-03-18
610,1986-06-17
611,1986-04-29
612,1986-03-10
613,1986-10-16
614,1986-04-15
615,1986-04-07
616,1986-04-22
617,1986-05-09
618,1986-12-27
619,1986-02-07
620,1986-05-11
621,1986-09-16
622,1986-08-02
623,1986-03-13
624,1986-08-09
625,1986-09-06
626,1986-07-22
627,1986-11-29
628,1986-04-19
629,1987-04-19
630,1987-06-29
631,1987-05-05
632,1987-07-27
633,1987-06-27
634,1987-06-04
635,1987-09-04
636,1987-01-07
637,1987-08-09
638,1987-01-08
639,1987-05-12
640,1987-02-05
641,1987-08-13
642,1987-10-01
643,1987-01-29
644,1987-01-23
645,1987-01-24
646,1987-03-27
647,1987-08-14
648,1987-10-21
649,1987-04-03
650,1987-03-03
651,1987-05-26
652,1987-01-30
653,1987-03-07
654,1987-08-16
655,1987-05-12
656,1987-04-12
657,1987-03-09
658,1987-05-27
659,1987-05-10
660,1987-04-07
661,1987-01-18
662,1987-05-05
663,1987-02-13
664,1987-11-29
665,1987-08-12
666,1987-02-13
667,1987-12-07
668,1987-10-25
669,1987-08-14
670,1987-07-08
671,1987-12-30
672,1987-08-07
673,1987-02-20
674,1987-03-31
675,1987-04-17
676,1987-04-10
677,1987-05-06
678,1987-03-13
679,1987-01-07
680,1987-10-16
681,1987-07-03
682,1987-11-04
683,1987-12-19
684,1987-02-25
685,1987-10-21
686,1987-01-09
687,1987-10-27
688,1987-07-07
689,1987-09-12
690,1987-11-22
691,1987-03-30
692,1987-03-03
693,1988-05-23
694,1988-05-16
695,1988-10-27
696,1988-02-27
697,1988-10-28
698,1988-10-19
699,1988-02-09
700,1988-10-20
701,1988-08-31
702,1988-01-09
703,1988-04-13
704,1988-05-17
705,1988-05-17
706,1988-01-26
707,1988-10-29
708,1988-01-30
709,1988-01-25
710,1988-01-19
711,1988-02-09
712,1988-05-16
713,1988-07-20
714,1988-09-21
715,1988-05-04
716,1988-05-30
717,1988-10-31
718,1988-06-14
719,1988-10-01
720,1988-05-25
721,1988-02-23
722,1988-12-13
723,1988-01-04
724,1988-08-26
725,1988-01-19
726,1988-05-28
727,1988-07-04
728,1988-11-22
729,1988-12-15
730,1988-02-22
731,1988-04-03
732,1988-03-15
733,1988-10-09
734,1988-01-13
735,1988-04-24
736,1988-11-14
737,1988-05-31
738,1988-10-25
739,1988-07-31
740,1988-01-29
741,1988-10-12
742,1988-05-31
743,1988-03-07
744,1988-05-16
745,1988-08-22
746,1988-02-29
747,1988-01-09
748,1988-04-02
749,1988-03-08
750,1988-07-11
751,1988-02-29
752,1988-06-18
753,1989-05-16
754,1989-04-04
755,1989-04-03
756,1989-12-09
757,1989-11-20
758,1989-02-02
759,1989-03-25
760,1989-03-28
761,1989-08-06
762,1989-06-19
763,1989-06-14
764,1989-05-31
765,1989-01-12
766,1989-01-22
767,1989-02-16
768,1989-07-27
769,1989-09-17
770,1989-09-12
771,1989-01-22
772,1989-03-13
773,1989-08-22
774,1989-09-20
775,1989-06-01
776,1989-04-08
777,1989-11-27
778,1989-08-14
779,1989-06-24
780,1989-10-16
781,1989-06-01
782,1989-05-10
783,1989-02-27
784,1989-09-01
785,1989-07-15
786,1989-01-19
787,1989-03-10
788,1989-07-25
789,1989-02-15
790,1989-02-04
791,1989-10-29
792,1989-12-29
793,1989-05-01
794,1989-11-30
795,1989-10-29
796,1989-07-22
797,1989-07-21
798,1989-07-04
799,1989-04-05
800,1989-09-19
801,1989-03-27
802,1989-02-25
803,1989-02-06
804,1989-11-16
805,1989-12-02
806,1989-04-10
807,1989-05-27
808,1989-09-11
809,1989-07-12
810,1989-04-15
811,1989-10-26
812,1989-08-27
813,1989-05-06
814,1989-11-25
815,1989-11-21
816,1989-03-13
817,1989-01-01
818,1989-12-13
819,1989-06-03
820,1989-10-02
821,1990-01-21
822,1990-12-26
823,1990-11-18
824,1990-01-22
825,1990-11-30
826,1990-07-15
827,1990-07-29
828,1990-12-10
829,1990-04-21
830,1990-02-02
831,1990-04-07
832,1990-10-02
833,1990-04-22
834,1990-07-25
835,1990-07-27
836,1990-09-11
837,1990-06-25
838,1990-05-10
839,1990-10-30
840,1990-03-01
841,1990-05-31
842,1990-09-02
843,1990-02-13
844,1990-03-06
845,1990-10-15
846,1990-07-11
847,1990-10-14
848,1990-09-30
849,1990-09-11
850,1990-06-21
851,1990-11-12
852,1990-08-25
853,1990-07-22
854,1990-07-15
855,1990-08-08
856,1990-09-13
857,1990-08-16
858,1990-01-11
859,1990-09-27
860,1990-06-02
861,1990-05-20
862,1990-05-11
863,1990-10-13
864,1990-12-08
865,1990-09-12
866,1990-09-27
867,1990-07-07
868,1990-06-05
869,1990-07-28
870,1990-08-24
871,1990-08-17
872,1990-03-01
873,1990-08-07
874,1990-08-10
875,1990-04-17
876,1990-08-23
877,1990-09-08
878,1990-04-15
879,1990-11-30
880,1990-07-22
881,1990-10-30
882,1990-04-09
883,1990-10-23
884,1990-07-28
885,1991-06-15
886,1991-04-16
887,1991-10-26
888,1991-11-14
889,1991-03-13
890,1991-05-11
891,1991-11-04
892,1991-11-24
893,1991-05-17
894,1991-12-30
895,1991-09-24
896,1991-07-07
897,1991-10-10
898,1991-02-19
899,1991-08-24
900,1991-07-18
901,1991-06-12
902,1991-08-16
903,1991-11-21
904,1991-05-24
905,1991-05-14
906,1991-07-01
907,1991-03-01
908,1991-04-01
909,1991-04-28
910,1991-11-30
911,1991-01-03
912,1991-07-13
913,1991-07-15
914,1991-02-19
915,1991-01-08
916,1991-12-02
917,1991-01-27
918,1991-06-16
919,1991-09-19
920,1991-06-16
921,1991-03-20
922,1991-08-09
923,1991-10-18
924,1991-12-08
925,1991-02-11
926,1991-09-01
927,1991-08-01
928,1991-01-06
929,1991-07-24
930,1991-10-30
931,1991-05-02
932,1991-08-12
933,1991-07-13
934,1991-02-15
935,1991-11-13
936,1991-03-15
937,1991-02-12
938,1991-09-21
939,1991-02-18
940,1991-02-25
941,1991-07-17
942,1991-02-20
943,1991-07-26
944,1991-10-06
945,1991-06-28
946,1991-11-06
947,1991-04-09
948,1991-10-15
949,1991-10-22
950,1991-03-03
951,1991-05-07
952,1991-12-12
953,1991-10-10
954,1991-01-03
955,1991-04-24
956,1991-04-23
957,1991-04-30
958,1991-05-13
959,1991-12-30
960,1991-11-03
961,1991-01-08
962,1991-01-18
963,1991-08-07
964,1991-11-06
965,1991-04-28
966,1991-05-13
967,1991-05-25
968,1991-03-06
969,1991-10-06
970,1991-06-29
971,1991-02-24
972,1991-07-10
973,1991-05-03
974,1991-03-24
975,1991-10-21
976,1991-10-05
977,1991-04-18
978,1991-12-10
979,1991-06-26
980,1991-05-19
981,1991-03-15
982,1991-06-06
983,1991-09-15
984,1991-05-09
985,1991-05-10
986,1991-12-03
987,1991-04-10
988,1991-04-06
989,1991-12-24
990,1991-02-26
991,1991-09-08
992,1991-07-17
993,1991-11-19
994,1991-06-15
995,1991-01-20
996,1991-11-07
997,1991-01-18
998,1991-10-05
999,1991-10-21
1000,1991-04-24
1001,1991-01-07
1002,1991-11-24
1003,1991-08-30
1004,1991-07-03
1005,1991-12-24
1006,1991-09-14
1007,1991-05-18
1008,1991-10-17
1009,1991-07-21
1010,1991-07-05
1011,1991-08-22
1012,1991-04-24
1013,1991-02-12
1014,1991-03-22
1015,1991-12-06
1016,1991-08-02
1017,1991-08-27
1018,1991-07-16
1019,1991-05-15
1020,1991-03-21
1021,1991-07-31
1022,1991-01-03
1023,1991-12-17
1024,1991-03-16
1025,1991-02-26
1026,1991-01-24
1027,1991-09-19
1028,1991-11-01
1029,1991-05-31
1030,1991-02-23
1031,1991-04-27
1032,1991-09-17
1033,1991-06-17
1034,1991-01-19
1035,1991-02-17
1036,1991-09-19
1037,1991-05-08
1038,1991-01-07
1039,1991-05-23
1040,1991-11-08
1041,1991-03-05
1042,1991-08-27
1043,1991-08-20
1044,1991-02-04
1045,1991-11-16
1046,1991-06-30
1047,1991-08-22
1048,1991-09-12
1049,1992-11-27
1050,1992-01-26
1051,1992-07-14
1052,1992-11-18
1053,1992-10-25
1054,1992-06-10
1055,1992-07-04
1056,1992-07-23
1057,1992-01-14
1058,1992-04-06
1059,1992-09-30
1060,1992-03-13
1061,1992-12-01
1062,1992-06-19
1063,1992-08-10
1064,1992-08-09
1065,1992-04-22
1066,1992-11-10
1067,1992-08-22
1068,1992-01-06
1069,1992-03-07
1070,1992-05-10
1071,1992-11-11
1072,1992-01-10
1073,1992-11-24
1074,1992-09-09
1075,1992-12-22
1076,1992-03-04
1077,1992-01-14
1078,1992-11-27
1079,1992-12-10
1080,1992-04-16
1081,1992-11-05
1082,1992-01-14
1083,1992-06-21
1084,1992-07-15
1085,1992-11-12
1086,1992-04-08
1087,1992-07-23
1088,1992-09-09
1089,1992-11-12
1090,1992-05-15
1091,1992-08-18
1092,1992-10-30
1093,1992-08-04
1094,1992-06-20
1095,1992-12-14
1096,1992-01-05
1097,1992-02-22
1098,1992-06-16
1099,1992-03-14
1100,1992-02-20
1101,1992-09-06
1102,1992-09-30
1103,1992-10-19
1104,1992-10-30
1105,1992-01-13
1106,1992-03-14
1107,1992-08-28
1108,1992-02-06
1109,1992-08-03
1110,1992-09-07
1111,1992-10-31
1112,1992-08-21
1113,1992-06-08
1114,1992-04-11
1115,1992-03-26
1116,1992-11-26
1117,1992-09-14
1118,1992-11-05
1119,1992-04-24
1120,1992-04-16
1121,1992-09-02
1122,1992-03-08
1123,1992-01-13
1124,1992-06-05
1125,1992-10-07
1126,1992-09-18
1127,1992-09-09
1128,1992-01-07
1129,1992-11-01
1130,1992-09-21
1131,1992-10-07
1132,1992-08-25
1133,1992-12-10
1134,1992-01-06
1135,1992-09-30
1136,1992-06-04
1137,1992-08-08
1138,1992-07-31
1139,1992-08-11
1140,1992-03-16
1141,1992-11-24
1142,1992-04-08
1143,1992-09-13
1144,1992-02-15
1145,1992-11-07
1146,1992-09-03
1147,1992-04-22
1148,1992-02-07
1149,1992-05-25
1150,1992-12-19
1151,1992-03-26
1152,1992-05-09
1153,1992-06-21
1154,1992-11-13
1155,1992-06-01
1156,1992-08-11
1157,1992-02-26
1158,1992-05-15
1159,1992-02-02
1160,1992-07-18
1161,1992-11-13
1162,1992-08-05
1163,1992-11-16
1164,1992-04-26
1165,1992-02-04
1166,1992-03-02
1167,1992-05-08
1168,1992-02-27
1169,1992-06-11
1170,1992-01-07
1171,1992-06-09
1172,1992-10-08
1173,1992-12-18
1174,1992-05-25
1175,1992-01-02
1176,1992-04-10
1177,1992-01-20
1178,1992-05-25
1179,1992-04-18
1180,1992-06-19
1181,1992-08-22
1182,1992-02-11
1183,1992-09-01
1184,1992-09-14
1185,1992-01-22
1186,1992-12-14
1187,1992-06-26
1188,1992-11-05
1189,1992-08-17
1190,1992-06-09
1191,1992-10-13
1192,1992-12-08
1193,1992-07-22
1194,1992-12-26
1195,1992-05-11
1196,1992-08-27
1197,1992-09-05
1198,1992-09-23
1199,1992-07-08
1200,1992-12-05
1201,1992-10-16
1202,1992-07-22
1203,1992-04-17
1204,1992-10-01
1205,1992-11-10
1206,1992-01-17
1207,1992-04-01
1208,1992-04-03
1209,1992-07-27
1210,1992-09-21
1211,1992-04-16
1212,1992-05-30
1213,1992-09-25
1214,1992-05-28
1215,1992-04-03
1216,1992-03-01
1217,1992-08-29
1218,1992-08-04
1219,1992-05-31
1220,1992-08-07
1221,1993-10-28
1222,1993-01-29
1223,1993-07-10
1224,1993-10-25
1225,1993-02-24
1226,1993-04-06
1227,1993-12-22
1228,1993-10-16
1229,1993-05-15
1230,1993-05-22
1231,1993-11-07
1232,1993-02-09
1233,1993-10-08
1234,1993-11-25
1235,1993-06-06
1236,1993-01-14
1237,1993-10-07
1238,1993-06-02
1239,1993-02-16
1240,1993-12-16
1241,1993-08-14
1242,1993-11-06
1243,1993-10-11
1244,1993-12-04
1245,1993-07-22
1246,1993-01-30
1247,1993-03-18
1248,1993-10-01
1249,1993-03-18
1250,1993-09-20
1251,1993-10-23
1252,1993-12-20
1253,1993-11-25
1254,1993-02-15
1255,1993-03-05
1256,1993-11-09
1257,1993-12-16
1258,1993-12-03
1259,1993-01-22
1260,1993-06-10
1261,1993-12-22
1262,1993-04-18
1263,1993-10-18
1264,1993-04-16
1265,1993-09-09
1266,1993-06-08
1267,1993-08-15
1268,1993-10-04
1269,1993-02-21
1270,1993-12-10
1271,1993-08-02
1272,1993-11-26
1273,1993-06-16
1274,1993-10-25
1275,1993-09-12
1276,1993-01-17
1277,1993-09-24
1278,1993-11-22
1279,1993-04-20
1280,1993-10-22
1281,1993-07-21
1282,1993-06-29
1283,1993-07-18
1284,1993-02-15
1285,1993-05-19
1286,1993-10-05
1287,1993-12-14
1288,1993-05-17
1289,1993-03-12
1290,1993-11-05
1291,1993-05-13
1292,1993-05-05
1293,1993-06-11
1294,1993-10-09
1295,1993-02-23
1296,1993-01-04
1297,1993-05-26
1298,1993-02-06
1299,1993-07-18
1300,1993-11-26
1301,1993-12-15
1302,1993-04-25
1303,1993-11-08
1304,1993-06-04
1305,1993-01-26
1306,1993-03-02
1307,1993-05-26
1308,1993-07-19
1309,1993-03-21
1310,1993-11-16
1311,1993-02-07
1312,1993-10-22
1313,1993-03-10
1314,1993-06-09
1315,1993-12-05
1316,1993-12-26
1317,1993-10-12
1318,1993-04-11
1319,1993-05-28
1320,1993-08-15
1321,1993-02-11
1322,1993-04-19
1323,1993-10-10
1324,1993-11-11
1325,1993-09-11
1326,1993-05-04
1327,1993-11-22
1328,1993-06-20
1329,1993-03-19
1330,1993-01-02
1331,1993-04-03
1332,1993-11-19
1333,1993-09-25
1334,1993-12-11
1335,1993-05-30
1336,1993-05-17
1337,1993-09-12
1338,1993-01-26
1339,1993-10-24
1340,1993-05-09
1341,1993-01-02
1342,1993-02-18
1343,1993-06-02
1344,1993-08-31
1345,1993-10-11
1346,1993-01-24
1347,1993-08-06
1348,1993-06-04
1349,1993-03-30
1350,1993-04-19
1351,1993-03-11
1352,1993-10-08
1353,1993-04-04
1354,1993-05-23
1355,1993-09-15
1356,1993-06-27
1357,1993-06-03
1358,1993-03-07
1359,1993-09-05
1360,1993-11-01
1361,1993-09-12
1362,1993-02-16
1363,1993-02-18
1364,1993-06-25
1365,1993-06-27
1366,1993-06-27
1367,1993-04-25
1368,1993-03-30
1369,1993-05-30
1370,1993-06-01
1371,1993-11-08
1372,1993-09-08
1373,1993-11-14
1374,1993-10-18
1375,1993-04-01
1376,1993-06-11
1377,1993-11-20
1378,1993-12-06
1379,1993-04-18
1380,1993-06-19
1381,1993-01-03
1382,1993-06-16
1383,1993-06-24
1384,1993-05-02
1385,1993-05-22
1386,1993-11-13
1387,1993-09-22
1388,1993-06-12
1389,1993-03-17
1390,1993-12-15
1391,1993-08-31
1392,1993-12-28
1393,1993-04-04
1394,1993-02-17
1395,1993-07-04
1396,1993-07-27
1397,1993-10-09
1398,1993-08-23
1399,1993-06-13
1400,1993-10-07
1401,1993-12-05
1402,1993-09-02
1403,1993-08-20
1404,1993-11-27
1405,1993-05-26
1406,1993-12-21
1407,1993-06-13
1408,1993-10-24
1409,1993-02-26
1410,1993-05-17
1411,1993-11-06
1412,1993-03-30
1413,1993-02-02
1414,1993-03-23
1415,1993-05-13
1416,1993-10-20
1417,1993-03-01
1418,1993-04-23
1419,1993-11-22
1420,1993-09-20
1421,1993-09-22
1422,1993-01-27
1423,1993-12-27
1424,1993-10-06
1425,1993-01-05
1426,1993-06-25
1427,1993-08-20
1428,1993-05-21
1429,1993-11-11
1430,1993-12-10
1431,1993-08-10
1432,1993-08-17
1433,1993-07-09
1434,1993-10-05
1435,1993-03-27
1436,1993-03-29
1437,1993-06-16
1438,1993-11-22
1439,1993-07-25
1440,1993-04-08
1441,1993-07-26
1442,1993-12-26
1443,1993-02-05
1444,1993-10-18
1445,1993-10-20
1446,1993-04-09
1447,1993-07-18
1448,1993-03-02
1449,1993-05-23
1450,1993-07-14
1451,1993-09-26
1452,1993-02-12
1453,1993-07-19
1454,1993-03-07
1455,1993-05-23
1456,1993-05-11
1457,1993-04-05
1458,1993-07-10
1459,1993-12-30
1460,1993-04-04
1461,1994-03-21
1462,1994-10-05
1463,1994-03-06
1464,1994-05-03
1465,1994-02-07
1466,1994-02-28
1467,1994-11-03
1468,1994-11-28
1469,1994-03-17
1470,1994-04-29
1471,1994-09-15
1472,1994-02-23
1473,1994-08-30
1474,1994-04-08
1475,1994-04-29
1476,1994-07-27
1477,1994-10-05
1478,1994-03-04
1479,1994-03-18
1480,1994-12-14
1481,1994-08-25
1482,1994-11-26
1483,1994-08-17
1484,1994-08-23
1485,1994-05-06
1486,1994-08-11
1487,1994-07-25
1488,1994-05-17
1489,1994-01-02
1490,1994-07-14
1491,1994-05-14
1492,1994-07-15
1493,1994-03-13
1494,1994-06-08
1495,1994-03-09
1496,1994-03-22
1497,1994-12-15
1498,1994-03-28
